競馬場コード,競馬場,国名,レース日付,レース名,レース格,レース他,レース名省略,出走条件（性別）,馬場の種類,馬場の種類（英愛）,出走条件（クラス）,出走条件（他）,出走条件（年齢）,距離,コース形態,コース詳細,馬場状態,障害数,障害レース確認,着賞金,並び順位,確定順位,異常区分,同着,着変更,ゲート番号,着差1,着差2,馬名,生産国,オッズ,馬齢,斤量,斤量特記1,斤量特記2,補助馬具,調教師,騎手,毛色,性別,父名,母名,母父名,出走頭数,優勝馬タイム,優勝馬オーナー,優勝馬生産者,コメント
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,2,2,,,,10,2½,,Empress Artemis,IRE,2/1F,3,,,,,G M Lyons,Nicola Burns,b,f,,,Pivotal,10,,,,"In touch with leaders, steady headway from over 3f out, led over 1f out, soon drifted left, headed final 110yds, kept on but no extra towards finish (op 5/2)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,3,3,,,,7,2½,5,Vierson,IRE,12/1,4,,,,,Ciaran Murphy,Patrick McGettigan,b,f,,,Danehill Dancer,10,,,,"In touch with leaders, some headway when not clear run over 1f out, kept on final furlong, went third inside final 110yds, not pace to challenge (op 10/1 tchd 9/1 and tchd 14/1)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,4,4,,,,4,hd,5¼,Dagoda,IRE,16/1,7,,,,,Miss Jennifer Anne Lynch,Robbie Colgan,b,m,,,Lawman,10,,,,"In touch with leaders, outpaced over 2f out, soon lost position, rallied final furlong, kept on but not pace to challenge (op 11/1)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,5,5,,,,2,1¼,6½,Varshini,IRE,11/1,3,,,,,J A Stack,Seamie Heffernan,ch,f,,,Lawman,10,,,,"Towards rear, in touch with leaders over 3f out, headway and prominent 2f out, outpaced when not clear run and switched right 1f out, soon weakened gradually (tchd 10/1 and tchd 12/1)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,6,6,,,,8,1¾,8¼,Spicy Margarita,IRE,14/1,3,,,,,Adrian Murray,Sam Coen,ch,f,,,Clodovil,10,,,,"Prominent, disputed lead 5f out, headed 3f out, soon outpaced, weakened gradually from over 1f out (op 15/2)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,7,7,,,,1,hd,8½,Presence,IRE,13/2,4,,,,,Mrs John Harrington,Keithen Kennedy,b,f,,,Montjeu,10,,,,"Led, joined 5f out, led again 3f out, headed over 1f out, weakened final furlong (op 7/1 tchd 6/1)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,8,8,,,,9,1¼,9¾,Darkdeserthighway,IRE,18/1,7,,,,,M D O'Callaghan,Leigh Roche,b,m,,,Starspangledbanner,10,,,,"Dwelt start, always behind (op 14/1 tchd 20/1)"
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,9,9,,,,11,5½,15¼,Gloriously Glam,IRE,25/1,3,,,,,Adrian McGuinness,Adam Caffrey,ch,f,,,Araafa,10,,,,In rear throughout (op 18/1)
178,Curragh (IRE),,2025/07/20,Mongey Communications Irish EBF Fillies Handicap,,,Mongey Communications Irish EBF Fillies Handicap,Fillies,,,,,3yo+,1m,,,Good To Yielding,,,,10,10,,,,5,1¼,16½,Declaree,IRE,4/1,4,,,,,J P Murtagh,Ben Coen,b,f,,,Iceman,10,,,,"Took keen hold, in touch with leaders, outpaced 3f out, weakened over 1f out (tchd 7/2)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,1,1,,,,1,,,One Look,IRE,100/30,4,,,,,P Twomey,Wayne Lordan,b,f,,,Holy Roman Emperor,10,2m 8.03s,,,"Dwelt start, soon prominent on inner, ridden and switched left over 1f out, went second inside final furlong, led inside final 110yds, kept on (op 11/4)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,2,2,,,,3,1,,Azada,IRE,12/1,4,,,,,D K Weld,Chris Hayes,b,f,,,Galileo,10,,,,"Midfield, headway 4f out, led over 1f out, ridden inside final furlong, headed inside final 110yds, soon no extra (op 18/1)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,3,3,,,,8,¾,1¾,Tasmania,GER,5/2F,5,,,,,Sir Mark Prescott Bt,Luke Morris,ch,m,,,Adlerflug,10,,,,"Steadied start, held up in last, some headway when switched left and short of room 2f out, repeatedly short of room over 1f out, ridden and stayed on inside final furlong, went third inside final 110yds, nearest finish (tchd 11/4)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,4,4,,,,5,2½,4¼,Beechwood,IRE,6/1,5,,,,,P Twomey,Shane Foley,b,m,,,Sea The Stars,10,,,,"Held up in midfield, headway and in touch with leaders on outer over 2f out, no extra final furlong (op 7/1)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,5,5,,,,2,½,4¾,Higher Leaves,IRE,10/1,4,,,,,Henry De Bromhead,Tom Marquand,b,f,,,Declaration Of War,10,,,,"Soon led, headed over 1f out, weakened inside final furlong (op 9/1 tchd 11/1)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,6,6,,,,9,1,5¾,Uluru,IRE,9/1,4,,,,,Joseph Patrick O'Brien,Ryan Moore,b,f,,,Galileo,10,,,,"Midfield on inner, short of room over 2f out, some headway over 1f out, short of room inside final furlong, not recover (tchd 17/2)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,7,7,,,,6,5,10¾,Soft Winds,IRE,33/1,4,,,,,Joseph Patrick O'Brien,Dylan Browne McMonagle,ch,f,,,Sea The Stars,10,,,,"Towards rear, headway on outer over 2f out, weakened final furlong (op 50/1)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,8,8,,,,7,nk,11,Indigo Five,IRE,50/1,6,,,,,John James Feane,Seamie Heffernan,b,m,,,Holy Roman Emperor,10,,,,"Prominent, weakened 2f out (op 40/1)"
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,9,9,,,,4,7,18,Naomi Lapaglia,GB,9/2,5,,,,,G M Lyons,Gary Carroll,b,m,,,Nayef,10,,,,Towards rear throughout (trainer said mare suffered from heat stress post race; vet confirmed mare was showing signs of heat stress post race) (tchd 5/1)
178,Curragh (IRE),,2025/07/20,Al Shira'aa Racing Meadow Court Stakes (Group 3) (Fillies & Mares),Group 3,,Al Shira'aa Racing Meadow Court Stakes,Fillies & Mares,,,,,4yo+,1m2f,,,Good To Yielding,,,,10,10,,,,10,7,25,Lemsairbat,FR,25/1,4,,,,,Joseph Patrick O'Brien,Declan McDonogh,b,f,,,Galileo,10,,,,"In touch with leaders on outer, weakened quickly over 2f out (op 33/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Home Of Supercharged Betting Handicap,,,Kwiff: Home Of Supercharged Betting Handicap,,,,,,3yo,1m2f,,,Good To Yielding,,,,1,1,,,,2,,,Lady In Paris,GB,11/4,3,,,,,Mrs John Harrington,Shane Foley,b,f,,,Kyllachy,6,2m 12.23s,,,"In touch with leaders, headway 3f out, ridden and led inside final furlong, kept on, won going away (op 7/2)"
178,Curragh (IRE),,2025/07/20,Kwiff: Home Of Supercharged Betting Handicap,,,Kwiff: Home Of Supercharged Betting Handicap,,,,,,3yo,1m2f,,,Good To Yielding,,,,2,2,,,,6,2¼,,Glen To Glen,IRE,5/4F,3,,,,,Joseph Patrick O'Brien,Dylan Browne McMonagle,b,g,,,Intense Focus,6,,,,"Led narrowly, headed and raced in second over 6f out, pushed along and led again 2f out, ridden and headed inside final furlong, soon no extra (op 11/10)"
178,Curragh (IRE),,2025/07/20,Kwiff: Home Of Supercharged Betting Handicap,,,Kwiff: Home Of Supercharged Betting Handicap,,,,,,3yo,1m2f,,,Good To Yielding,,,,3,3,,,,7,1¼,3½,Mocking,IRE,9/1,3,,,,,J P Murtagh,Ben Coen,b,g,,,Teofilo,6,,,,"Towards rear, some headway 2f out, ridden over 1f out, stayed on and went third inside final furlong (op 11/1 tchd 15/2)"
178,Curragh (IRE),,2025/07/20,Kwiff: Home Of Supercharged Betting Handicap,,,Kwiff: Home Of Supercharged Betting Handicap,,,,,,3yo,1m2f,,,Good To Yielding,,,,4,4,,,,5,1,4½,Tracker Issue,IRE,40/1,3,,,,,J S Bolger,Wesley Joyce,b,g,,,Dawn Approach,6,,,,"Dwelt start, soon pushed along and pressed leader, led over 6f out, headed 2f out, soon no extra (op 28/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Home Of Supercharged Betting Handicap,,,Kwiff: Home Of Supercharged Betting Handicap,,,,,,3yo,1m2f,,,Good To Yielding,,,,5,5,,,,1,2¼,6¾,Its All Peachy,IRE,11/1,3,,,,,M D O'Callaghan,Keithen Kennedy,ch,f,,,Australia,6,,,,"Towards rear, hampered over 2f out, hung right over 1f out, never on terms (vet reported filly to be post race normal) (op 17/2 tchd 15/2)"
178,Curragh (IRE),,2025/07/20,Kwiff: Home Of Supercharged Betting Handicap,,,Kwiff: Home Of Supercharged Betting Handicap,,,,,,3yo,1m2f,,,Good To Yielding,,,,6,6,,,,4,7,13¾,Valorous Power,GER,4/1,3,,,,,Joseph Patrick O'Brien,Declan McDonogh,b,c,,,Acclamation,6,,,,"In rear, took keen hold early, headway on outer 3f out, weakened over 1f out (vet reported colt to be post race normal) (tchd 7/2 and tchd 9/2)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,1,1,,,,6,,,Diego Velazquez,IRE,11/8F,4,,,,,A P O'Brien,Ryan Moore,b,c,,,Acclamation,10,1m 28.27s,,,"Pressed leader, pushed along under 3f out, ridden and led over 1f out, faced challenge inside final 110yds, kept on (op 6/4 tchd 7/4)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,2,2,,,,2,nk,,East Hampton,GB,25/1,3,,,,,David Marnane,Luke McAteer,b,g,,,Aqlaam,10,,,,"Dwelt start and bumped start, took keen hold, soon in touch with leaders, headway and went second inside final furlong, soon ridden, challenging inside final 110yds, kept on (tchd 22/1)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,3,3,,,,1,1½,1¾,Mutasarref,GB,14/1,7,,,,,G M Lyons,Gary Carroll,b,g,,,Mawatheeq,10,,,,"Prominent on inner, going okay but not clear run repeatedly against rail from 2f out, switched left 1f out, kept on inside final furlong (op 12/1 tchd 11/1)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,4,4,,,,9,nse,1¾,Lord Massusus,IRE,16/1,5,,,,,Joseph G Murphy,Shane Foley,br,g,,,Haafhd,10,,,,"Dwelt start and hampered start, in rear, switched left over 1f out, soon ridden, ran on well final furlong, nearest finish (op 28/1)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,5,5,,,,4,½,2¼,Big Gossey,IRE,18/1,8,,,,,Charles O'Brien,Ronan Whelan,gr,g,,,Danehill,10,,,,"Towards rear but in touch with leaders on inner, switched left and ran on inside final furlong (op 20/1)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,6,6,,,,5,¾,3,Queen Of Thunder,IRE,33/1,4,,,,,K J Condon,Chris Hayes,ch,f,,,Mastercraftsman,10,,,,"Dwelt start, towards rear, headway on outer 2f out, weakened final 110yds (op 66/1)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,7,7,,,,3,1½,4½,California Dreamer,GB,10/1,3,,,,,Adrian Murray,Wayne Lordan,b,f,,,Giant's Causeway,10,,,,"Led narrowly, headed over 1f out, soon weakened (op 8/1 tchd 15/2)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,8,8,,,,11,¾,5¼,Room Service,IRE,3/1,4,,,,,Kevin Ryan,Tom Eaves,b,c,,,Tamayuz,10,,,,"In touch with leaders on outer, outpaced and struggling from 2f out (op 9/4)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,9,9,,,,8,1,6¼,Chicago Critic,GB,11/1,4,,,,,J P Murtagh,Ben Coen,ch,g,,,Machiavellian,10,,,,"Ducked left start, towards rear but in touch with leaders, weakened inside final furlong (op 10/1 tchd 17/2)"
178,Curragh (IRE),,2025/07/20,Romanised Minstrel Stakes (Group 2),Group 2,,Romanised Minstrel Stakes,,,,,,3yo+,7f,,,Good To Yielding,,,,10,10,,,,7,1¼,7½,Easy,IRE,10/1,5,,,,,Andrew Slattery,Andrew Slattery,br,m,,,Pivotal,10,,,,"Took keen hold, prominent, weakened final furlong (jockey said mare rolled left inside final furlong)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,1,1,,,,3,,,Cuban Grey,GB,8/1,5,,,,,Patrick J McKenna,Rory Mulligan,gr,g,,,Verglas,18,1m 1.28s,,,"In touch with leaders on far side of group, headway and challenging 2f out, ridden and led inside final furlong, kept on (op 13/2)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,2,2,,,,5,¾,,Nezeeh,IRE,22/1,4,,,,,Denis Gerard Hogan,J M Sheridan,b,g,,,Raven's Pass,18,,,,"Prominent on far side of group, ridden and led narrowly 1f out, headed inside final furlong, kept on (op 33/1 tchd 50/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,3,3,,,,4,¾,1½,Mint Man,GB,9/1,4,,,,,P J F Murphy,Ronan Whelan,b,g,,,Compton Place,18,,,,"Held up in midfield on far side of group, headway and not clear run from over 1f out, kept on towards finish, went third final strides (op 12/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,4,4,,,,2,nk,1¾,Beano Power,IRE,8/1,4,,,,,Edward Lynam,Wayne Lordan,ch,f,,,Mayson,18,,,,"In rear, smooth headway on far side of group over 1f out, kept on inside final furlong (op 7/1 tchd 9/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,5,5,,,,16,1¾,3½,Rappell,IRE,5/1F,4,,,,,Paul W Flynn,Dylan Browne McMonagle,ch,g,,,Spinning World,18,,,,"Midfield on near side of group, kept on inside final furlong (op 13/2)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,6,6,,,,18,½,4,Fair Taxes,IRE,7/1,4,,,,,Ross O'Sullivan,Nicola Burns,b,g,,,Shamardal,18,,,,"Pressed leader towards near side, weakened inside final furlong (op 10/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,7,7,,,,6,hd,4¼,Mary Shoelaces,IRE,18/1,4,,,,,Eddie & Patrick Harty,Jessica O'Gorman,br,f,,,Royal Applause,18,,,,"Prominent up the centre, led narrowly 2f out, headed 1f out, weakened inside final furlong (op 12/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,8,8,,,,8,½,4¾,My Girl Sioux,IRE,11/1,5,,,,,Andrew Slattery,Jimmy Dalton,b,m,,,Mastercraftsman,18,,,,Never better than midfield (op 17/2)
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,9,9,,,,15,½,5¼,Verified,IRE,20/1,4,,,,,Charles Weld,Darragh O'Sullivan,b,g,,,Kheleyf,18,,,,"Slowly into stride, in rear towards near side, kept on inside final furlong, never on terms (tchd 18/1 and tchd 22/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,10,10,,,,13,½,5¾,Billie Be Quick,IRE,9/1,3,,,,,Mrs John Harrington,Keithen Kennedy,b,f,,,Invincible Spirit,18,,,,"Towards rear, bit short of room over 1f out, bit short of room inside final furlong, ran on inside final 110yds, never on terms (jockey said filly got no luck in running) (op 10/1)"
178,Curragh (IRE),,2025/07/20,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,Kwiff: Proud Sponsors Of The Supercharge Series Handicap,,,,,,3yo+,5f,,,Good To Yielding,,,,11,11,,,,7,1¼,7,Surpass And Shine,IRE,9/1,4,,,,,Patrick J Flynn,Seamie Heffernan,b,c,,,Shamardal,18,,,,"Pressed leader up the centre, weakened final furlong (op 14/1)"
